vid,name,authority,field_authority_link
subject,Beothuk people,wiki,https://www.wikidata.org/wiki/Q661423
subject,"Bescoe, Olive H.",,
subject,"Beth Tzedec Congregation (Toronto, Ont.)",wiki,https://www.wikidata.org/wiki/Q19873364
subject,Biafra,lcnaf,https://id.loc.gov/authorities/names/no2003054522
subject,Bible,lcsh,https://id.loc.gov/authorities/subjects/sh85013576
subject,Bible and science,lcsh,https://id.loc.gov/authorities/subjects/sh85013804
subject,Bible--Commentaries,lcsh,https://id.loc.gov/authorities/subjects/sh85013597
subject,"Bible--Criticism, interpretation, etc.",lcsh,https://id.loc.gov/authorities/subjects/sh85013617
subject,Bible--Geography--Maps,lcsh,https://id.loc.gov/authorities/subjects/sh85013643
subject,"Bible--Paraphrases, English",lcsh,https://id.loc.gov/authorities/subjects/sh85013695
subject,Bible--Prophecies,lcsh,https://id.loc.gov/authorities/subjects/sh85013705
subject,Biblical teaching,lcsh,https://id.loc.gov/authorities/subjects/sh87000169
subject,Bibliography,lcsh,https://id.loc.gov/authorities/subjects/sh85013838
subject,Bibliography--Periodicals,lcsh,https://id.loc.gov/authorities/subjects/sh2007101967
subject,Biculturalism--Canada,,
subject,Bicycle paths,lcsh,https://id.loc.gov/authorities/subjects/sh85035074
subject,Bicycles,lcsh,https://id.loc.gov/authorities/subjects/sh85013911
subject,Bili light,wiki,https://www.wikidata.org/wiki/Q11698543
subject,Bilingualism--Canada,,
subject,Billboards,lcsh,https://id.loc.gov/authorities/subjects/sh85014040
subject,Bio-bibliography,lcsh,https://id.loc.gov/authorities/subjects/sh99001236
subject,Bio-Strath AG,,
subject,Biodiversity,lcsh,https://id.loc.gov/authorities/subjects/sh87005569
subject,Bioenergy,wiki,https://www.wikidata.org/wiki/Q18556
subject,Biofuels,lcsh,https://id.loc.gov/authorities/subjects/sh85014231
subject,Biogeography,lcsh,https://id.loc.gov/authorities/subjects/sh85014147
subject,Biographies,lcsh,https://id.loc.gov/authorities/subjects/sh85014152
subject,Biography,lcsh,https://id.loc.gov/authorities/subjects/sh99001237
subject,Biology,lcsh,https://id.loc.gov/authorities/subjects/sh85014203
subject,Biomass,lcsh,https://id.loc.gov/authorities/subjects/sh90000612
subject,Birches,lcsh,https://id.loc.gov/authorities/subjects/sh85014281
subject,Birds,lcsh,https://id.loc.gov/authorities/subjects/sh85014310
subject,Birds of prey,lcsh,https://id.loc.gov/authorities/subjects/sh85014346
subject,Birds--Conservation,lcsh,https://id.loc.gov/authorities/subjects/sh85014335
subject,Birds--Migration,lcsh,https://id.loc.gov/authorities/subjects/sh85014321
subject,Birds--Nests,lcsh,https://id.loc.gov/authorities/subjects/sh2001009887
subject,Birds--North America,lcsh,https://id.loc.gov/authorities/subjects/sh2007102029
subject,Birds--United States,lcsh,https://id.loc.gov/authorities/subjects/sh2007102033
subject,Birth control,lcsh,https://id.loc.gov/authorities/subjects/sh85014367
subject,Birth control pill,lcsh,https://id.loc.gov/authorities/subjects/sh85095227
subject,Birth defects,lcsh,https://id.loc.gov/authorities/subjects/sh85000182
subject,Birthdays,lcsh,https://id.loc.gov/authorities/subjects/sh85014392
subject,Biryani,wiki,https://www.wikidata.org/wiki/Q271555
subject,Bishops,lcsh,https://id.loc.gov/authorities/subjects/sh85014419
subject,Bismuth mines and mining,lcsh,https://id.loc.gov/authorities/subjects/sh85014447
subject,Black Canadians,wiki,https://www.wikidata.org/wiki/Q365539
subject,Black Canadians in the Greater Toronto Area,wiki,https://www.wikidata.org/wiki/Q28162804
subject,Black Consciousness Movement,wiki,https://www.wikidata.org/wiki/Q880194
subject,Black youths,lcsh,https://id.loc.gov/authorities/subjects/sh85149350
subject,"Blackhorse, Frank",wiki,https://www.wikidata.org/wiki/Q23023751
subject,Blacks,lcsh,https://id.loc.gov/authorities/subjects/sh85014672
subject,Bladder,lcsh,https://id.loc.gov/authorities/subjects/sh85014724
subject,"Blewchamp, Anna",lcnaf,https://id.loc.gov/authorities/names/n97870022
subject,Blizzard,lcsh,https://id.loc.gov/authorities/subjects/sh85014897
subject,"Block, Keith (Keith I.)",lcnaf,https://id.loc.gov/authorities/names/n2008075605
subject,Blood,lcsh,https://id.loc.gov/authorities/subjects/sh85014927
subject,Blood banks,lcsh,https://id.loc.gov/authorities/subjects/sh85014961
subject,Blood donation,wiki,https://www.wikidata.org/wiki/Q53467
subject,Blood of Christ,wiki,https://www.wikidata.org/wiki/Q1185636
subject,Blood pressure--Measurement,,
subject,Blood--Transfusion,,
subject,"Blue Flame Room, Consumers Gas (Toronto, Ont.)", ,
subject,Blues (Music),lcsh,https://id.loc.gov/authorities/subjects/sh85015115
subject,"Bo Diddley, 1928-2008",lcnaf,https://id.loc.gov/authorities/names/no91015859
subject,Boards of trade,lcsh,https://id.loc.gov/authorities/subjects/sh85015138
subject,Boats,lcsh,https://id.loc.gov/authorities/subjects/sh99004834
subject,Bodies of water,lcsh,https://id.loc.gov/authorities/subjects/sh2003004821
subject,Bogs,lcsh,https://id.loc.gov/authorities/subjects/sh85015298
subject,"Bohemian Embassy (Toronto, Ont.)",wiki,https://www.wikidata.org/wiki/Q107320918
subject,"Boissinot, Lucie",lcnaf,https://id.loc.gov/authorities/names/no2008020064
subject,Bolton (Ont.)--History,,
subject,Bomb shelter,lcsh,https://id.loc.gov/authorities/subjects/sh85092947
subject,Bombs,lcsh,https://id.loc.gov/authorities/subjects/sh85015477
subject,Bone growth,lcsh,https://id.loc.gov/authorities/subjects/sh85015514
subject,Boogie woogie (Music),lcsh,https://id.loc.gov/authorities/subjects/sh90002668
subject,Book collecting,lcsh,https://id.loc.gov/authorities/subjects/sh85015610
subject,Book ornamentation,lcsh,https://id.loc.gov/authorities/subjects/sh85015644
subject,Bookcases,lcsh,https://id.loc.gov/authorities/subjects/sh86003848
subject,Bookplates,lcsh,https://id.loc.gov/authorities/subjects/sh85015646
subject,Books,lcsh,https://id.loc.gov/authorities/subjects/sh85015738
subject,Books--Prices,lcsh,https://id.loc.gov/authorities/subjects/sh85015750
subject,Books--Reviews--Periodicals,lcsh,https://id.loc.gov/authorities/subjects/sh2007102097
subject,Bookstore,,
subject,Boring,lcsh,https://id.loc.gov/authorities/subjects/sh85015851
subject,"Borobudur (Temple : Magelang, Indonesia)",lcnaf,https://id.loc.gov/authorities/names/n84172194
subject,"Borzak, Karen",,
subject,Boston (Mass.),lccn,https://lccn.loc.gov/n79045553
subject,Botanists,lcsh,https://id.loc.gov/authorities/subjects/sh85015975
subject,Botanists--Biography,lcsh,https://id.loc.gov/authorities/subjects/sh2009117433
subject,Botany,lcsh,https://id.loc.gov/authorities/subjects/sh85015976
subject,Botany--Canada,lcsh,https://id.loc.gov/authorities/subjects/sh2009117443
subject,Botany--North America,lcsh,https://id.loc.gov/authorities/subjects/sh2007102111
subject,Bottleneck (Guitar playing),lcsh,https://id.loc.gov/authorities/subjects/sh00008560
subject,Boundaries,lcsh,https://id.loc.gov/authorities/subjects/sh85016091
subject,Bow River (Alta.),lcsh,https://id.loc.gov/authorities/subjects/sh87002684
subject,"Bowers, Fred",wiki,https://www.wikidata.org/wiki/Q16946253
subject,"Bowsfield, Hartwell",lcnaf,https://id.loc.gov/authorities/names/n50042875
subject,Boxing,lcsh,https://id.loc.gov/authorities/subjects/sh85016186
subject,Boy scout,lcsh,https://id.loc.gov/authorities/subjects/sh85016194
subject,Boys,lcsh,https://id.loc.gov/authorities/subjects/sh85016211
subject,Boys' and Girls' House,,
subject,"Braaf, M.",,
subject,"Braddock's Campaign, 1755",lcsh,https://id.loc.gov/authorities/subjects/sh85016279
subject,Brain death,mesh,https://id.nlm.nih.gov/mesh/D001926.html
subject,"Braithwaite, Jack",,
subject,Brant (Ont. : County),,
subject,Brant (Ont. : County)--History,,
subject,"Brant Inn (Burlington, Ont.)",,
subject,Brass instruments,lcsh,https://id.loc.gov/authorities/subjects/sh85016448
subject,Bread and roses,wiki,https://www.wikidata.org/wiki/Q505038
subject,"Brealin, Marlin",,
subject,Breast cancer,wiki,https://www.wikidata.org/wiki/Q128581
subject,Breast implants,lcsh,https://id.loc.gov/authorities/subjects/sh92002210
subject,Breast reconstruction,lcsh,https://id.loc.gov/authorities/subjects/sh85080274
subject,Breast--Radiography,lcsh,https://id.loc.gov/authorities/subjects/sh85016687
subject,Breastfeeding,lcsh,https://id.loc.gov/authorities/subjects/sh85016691
subject,Brethour and Morris Ltd.,,
subject,Bricklayers,lcsh,https://id.loc.gov/authorities/subjects/sh85016801
subject,Bridges,lcsh,https://id.loc.gov/authorities/subjects/sh85016829
subject,Bright's disease,lcsh,https://id.loc.gov/authorities/subjects/sh85016920
subject,Brit milah,wiki,https://www.wikidata.org/wiki/Q848599
subject,British,lcsh,https://id.loc.gov/authorities/subjects/sh85016960
subject,British Columbia,lccn,https://lccn.loc.gov/n79058445
subject,British Columbia--Boundaries,,
subject,British Columbia--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh89000101
subject,British Columbia--History,lcsh,https://id.loc.gov/authorities/subjects/sh2008114491
subject,British Columbia--Pictorial works,,
subject,British Columbia. Provincial Advisory Committee on Indian Affairs,lcnaf,https://id.loc.gov/authorities/names/no92007708
subject,British Isles,lcsh,https://id.loc.gov/authorities/subjects/sh86003202
subject,British North America,wiki,https://www.wikidata.org/wiki/Q248452
subject,British--India--History,lcsh,https://id.loc.gov/authorities/subjects/sh2009117611
subject,Brittany,wiki,https://www.wikidata.org/wiki/Q12130
subject,Broadcasting,lcsh,https://id.loc.gov/authorities/subjects/sh85017004
subject,Broadcasting policy,lcsh,https://id.loc.gov/authorities/subjects/sh85017007
subject,Brockville (Ont.)--Description and travel,,
subject,Brockville (Ont.)--History,,
subject,Bronze sculpture,lcsh,https://id.loc.gov/authorities/subjects/sh85017140
subject,Bronze sculpture--20th century,,
subject,"Brooks, Laurie",,
subject,Brown statue,,
subject,"Brown, Charles",,
subject,"Brown, Kathryn",,
subject,Brownfield regulation and development,wiki,https://www.wikidata.org/wiki/Q4976511
subject,Brownie Girl Scouts,lcnaf,https://id.loc.gov/authorities/subjects/sh2001002076
subject,Bruce,,
subject,Bruce (Ont. : County),,
subject,Bruce (Ont. : County)--History,,
subject,"Bruno's Schools of Hair Design (Toronto, Ont.)",,
subject,"Bstan-ʼdzin-rgya-mtsho, Dalai Lama XIV, 1935-",lcnaf,https://id.loc.gov/authorities/names/n80079447
subject,Buchaechum,wiki,https://www.wikidata.org/wiki/Q1049193
subject,Buckingham,,
subject,Buddhism,lcsh,https://id.loc.gov/authorities/subjects/sh85017454
subject,Buddhist Association,,
subject,Buddhist Associations,,
subject,Buddhist Laity,lcsh,https://id.loc.gov/authorities/subjects/sh85017549
subject,Buddhist missionaries,lcsh,https://id.loc.gov/authorities/subjects/sh85017568.html
subject,Buddhist monasteries,lcsh,https://id.loc.gov/authorities/subjects/sh85086694.html
subject,Buddhist monks,lcsh,https://id.loc.gov/authorities/subjects/sh85017569
subject,Buddhist Scriptures,,
subject,Budget,lcsh,https://id.loc.gov/authorities/subjects/sh85017602
subject,Buds,lcsh,https://id.loc.gov/authorities/subjects/sh85017613
subject,Building laws,lcsh,https://id.loc.gov/authorities/subjects/sh85017734
subject,Building trades--Employees--Labor unions,,
subject,Buildings,lcsh,https://id.loc.gov/authorities/subjects/sh85017769
subject,Built environments,aat,http://vocab.getty.edu/page/aat/300254226
subject,"Bundas, David",,
subject,"Burgoyne's Invasion, 1777",lcsh,https://id.loc.gov/authorities/subjects/sh85018071
subject,Burgundy,,
subject,Buri palm,wiki,https://www.wikidata.org/wiki/Q3768507
subject,"Burleigh, George",wiki,https://www.wikidata.org/wiki/Q27918261
subject,Burlesque shows,tgm,https://www.loc.gov/pictures/item/tgm001446/
subject,Burlington (Ont.),,
subject,Burlington (Ont.)--History,,
subject,"Burroughs, Jackie",lcnaf,https://id.loc.gov/authorities/names/n90714963
subject,"Burt, James C.",viaf,http://viaf.org/viaf/46304393
subject,Buses,lcsh,https://id.loc.gov/authorities/subjects/sh85018245
subject,Business,lcsh,https://id.loc.gov/authorities/subjects/sh85018260
subject,Business attitudes to climate change,,
subject,Business developer,wiki,https://www.wikidata.org/wiki/Q3647577
subject,Business enterprises,lcsh,https://id.loc.gov/authorities/subjects/sh85018285
subject,Business process,wiki,https://www.wikidata.org/wiki/Q851587
subject,"Buthiazide, Spironolactone drug combination",mesh,https://id.nlm.nih.gov/mesh/C016210
subject,BWIA sponsorship,,
subject,BWIA Sunjets Steel Orchestra of Trinidad,wiki,https://www.wikidata.org/wiki/Q107426458
subject,By-laws,lcsh,https://id.loc.gov/authorities/subjects/sh85018426
subject,Byrd Antarctic Expedition,wiki,https://www.wikidata.org/wiki/Q1018566
subject,Byrd Antarctic Expedition (1st : 1928-1930),lcnaf,https://id.loc.gov/authorities/names/no2015001258
subject,c1799,,
subject,Cables,,
subject,Cadastral maps,lcgft,https://id.loc.gov/authorities/genreForms/gf2011026106
subject,"Café el Patio (Toronto, Ont.)",,
subject,Cage birds,lcsh,https://id.loc.gov/authorities/subjects/sh85018692
subject,Cake,lcsh,https://id.loc.gov/authorities/subjects/sh85018727
subject,Calcium,mesh,http://id.nlm.nih.gov/mesh/D002118
subject,"Calder, Alexander, 1898-1976",lcnaf,https://id.loc.gov/authorities/names/n79112975
subject,Calgary (Alta.)--Description and travel,,
subject,Calgary (Alta.)--History,,
subject,Calgary Stampeders (Football team),lcnaf,https://id.loc.gov/authorities/names/no2019070923
subject,"Calligraphy, Chinese",lcsh,https://id.loc.gov/authorities/subjects/sh85018963
subject,Calypso (Music),lcsh,https://id.loc.gov/authorities/subjects/sh85019058
subject,Cambridge (England)--Description and travel,,
subject,Cambridge (Mass.),lccn,https://lccn.loc.gov/n79061258
subject,Camden,,
subject,Camera operators,lcsh,https://id.loc.gov/authorities/subjects/sh2002011142
subject,Campaign buttons,lcsh,https://id.loc.gov/authorities/subjects/sh85019189
subject,Campaign paraphernalia,lcsh,https://id.loc.gov/authorities/subjects/sh85019201
subject,"Campbell, David",viaf,http://viaf.org/viaf/103983821
subject,"Campbell, Margaret 1912-1999",wiki,https://www.wikidata.org/wiki/Q6759244
subject,Campbellton (N.B.)--Pictorial works,,
subject,Canada,lcnaf,https://id.loc.gov/authorities/names/n79007233
subject,Canada--Biography,lcsh,https://id.loc.gov/authorities/subjects/sh2008114542
subject,Canada--Boundaries--United States,lcsh,https://id.loc.gov/authorities/subjects/sh2006005901
subject,Canada--Commerce--United States,lcsh,https://id.loc.gov/authorities/subjects/sh85019292
subject,Canada--Description and travel,lcsh,https://id.loc.gov/authorities/subjects/sh85019293
subject,Canada--Description and travel--Early works to 1800,lcsh,https://id.loc.gov/authorities/subjects/sh85019294
subject,Canada--Discovery and exploration,,
subject,Canada--Economic conditions,lcsh,https://id.loc.gov/authorities/subjects/sh85019300
subject,Canada--Economic conditions--1918-1945,lcsh,https://id.loc.gov/authorities/subjects/sh85019303
subject,Canada--Emigration and immigration,lcsh,https://id.loc.gov/authorities/subjects/sh2007100373
subject,Canada--English-French relations,lcsh,https://id.loc.gov/authorities/subjects/sh85019305
subject,Canada--Foreign relations,lcsh,https://id.loc.gov/authorities/subjects/sh85019306
subject,Canada--Foreign relations--Treaties,,
subject,Canada--Foreign relations--United States,lcsh,https://id.loc.gov/authorities/subjects/sh2007100378
subject,Canada--Genealogy,lcsh,https://id.loc.gov/authorities/subjects/sh2008114559
subject,Canada--Historical geography--Maps,,
subject,Canada--History,lcsh,https://id.loc.gov/authorities/subjects/sh85019309
subject,Canada--History--1713-1763 (New France),,
subject,Canada--History--1755-1763,lcsh,https://id.loc.gov/authorities/subjects/sh85019313
subject,Canada--History--1755-1763--Personal narratives,,
subject,Canada--History--1763-1791,lcsh,https://id.loc.gov/authorities/subjects/sh85019315
subject,Canada--History--1763-1867,lcsh,https://id.loc.gov/authorities/subjects/sh85019316
subject,Canada--History--1841-1867,lcsh,https://id.loc.gov/authorities/subjects/sh85019323
subject,Canada--History--Periodicals,,
subject,Canada--History--Poetry,,
subject,"Canada--History--Rebellion, 1837-1838",lcsh,https://id.loc.gov/authorities/subjects/sh85019321
subject,"Canada--History--Rebellion, 1837-1838--Biography",,
subject,"Canada--History--Seven Years' War, 1755-1763",,
subject,"Canada--History--Seven Years' War, 1755-1763--Personal narratives",,
subject,"Canada--History--Seven Years' War, 1755-1763--Treaties",,
subject,Canada--History--Sources,,
subject,Canada--History--To 1663 (New France),,
